State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0
0.0,0.058823529411764705,0.0,0.0,0.17647058823529413,0.0,0.7058823529411765,0.0,0.058823529411764705,0.0
0.06666666666666667,0.0,0.2,0.16666666666666666,0.23333333333333334,0.0,0.1,0.2,0.0,0.03333333333333333
0.0625,0.0625,0.0625,0.375,0.0625,0.0,0.0,0.3125,0.0625,0.0
0.0,0.19444444444444445,0.0,0.05555555555555555,0.2777777777777778,0.0,0.1388888888888889,0.19444444444444445,0.1388888888888889,0.0
0.0,0.0,0.2,0.0,0.4,0.2,0.2,0.0,0.0,0.0
0.0,0.0,0.07692307692307693,0.038461538461538464,0.15384615384615385,0.0,0.5384615384615384,0.07692307692307693,0.07692307692307693,0.038461538461538464
0.0,0.14285714285714285,0.0,0.23809523809523808,0.09523809523809523,0.0,0.2857142857142857,0.19047619047619047,0.0,0.047619047619047616
0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.4,0.4,0.0
0.1,0.0,0.15,0.05,0.1,0.0,0.1,0.05,0.0,0.45
