State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333
0.0,0.13333333333333333,0.0,0.6666666666666666,0.0,0.0,0.2,0.0,0.0,0.0
0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857
0.08,0.04,0.0,0.12,0.0,0.04,0.32,0.04,0.04,0.32
0.0,0.05555555555555555,0.0,0.6111111111111112,0.2777777777777778,0.0,0.05555555555555555,0.0,0.0,0.0
0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0
0.0,0.08333333333333333,0.05555555555555555,0.2222222222222222,0.0,0.027777777777777776,0.3611111111111111,0.1388888888888889,0.08333333333333333,0.027777777777777776
0.02040816326530612,0.061224489795918366,0.02040816326530612,0.04081632653061224,0.0,0.0,0.14285714285714285,0.673469387755102,0.02040816326530612,0.02040816326530612
0.0,0.10526315789473684,0.0,0.10526315789473684,0.0,0.0,0.21052631578947367,0.21052631578947367,0.3684210526315789,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
