State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
0.1111111111111111,0.0,0.2222222222222222,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111
0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0
0.0,0.07142857142857142,0.17857142857142858,0.0,0.03571428571428571,0.10714285714285714,0.0,0.17857142857142858,0.03571428571428571,0.39285714285714285
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.043478260869565216,0.0,0.17391304347826086,0.0,0.13043478260869565,0.13043478260869565,0.08695652173913043,0.13043478260869565,0.043478260869565216,0.2608695652173913
0.0,0.0,0.08333333333333333,0.0,0.0,0.5277777777777778,0.08333333333333333,0.0,0.0,0.3055555555555556
0.2,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.0,0.0
0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.043478260869565216,0.6956521739130435,0.08695652173913043,0.08695652173913043
0.0,0.025,0.175,0.0,0.025,0.15,0.0,0.2,0.125,0.3
0.034482758620689655,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.13793103448275862,0.10344827586206896,0.20689655172413793,0.2413793103448276,0.0,0.13793103448275862
