State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
0.1,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.25,0.041666666666666664,0.041666666666666664,0.20833333333333334,0.16666666666666666,0.2916666666666667,0.0,0.0
0.0,0.0,0.0,0.36363636363636365,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0,0.36363636363636365
0.5714285714285714,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0
0.0,0.0,0.04081632653061224,0.04081632653061224,0.02040816326530612,0.5306122448979592,0.10204081632653061,0.02040816326530612,0.0,0.24489795918367346
0.0,0.0,0.1,0.06666666666666667,0.03333333333333333,0.36666666666666664,0.43333333333333335,0.0,0.0,0.0
0.0,0.125,0.125,0.16666666666666666,0.0,0.0,0.0,0.5833333333333334,0.0,0.0
0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.3076923076923077,0.5384615384615384,0.0
0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.3181818181818182,0.0,0.6363636363636364
