State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
0.0847457627118644,0.01694915254237288,0.22033898305084745,0.2711864406779661,0.03389830508474576,0.0,0.1864406779661017,0.06779661016949153,0.11864406779661017,0.0
0.0,0.125,0.0,0.125,0.0,0.0,0.125,0.125,0.3125,0.1875
0.0,0.09090909090909091,0.5454545454545454,0.09090909090909091,0.0,0.18181818181818182,0.0,0.0,0.0,0.09090909090909091
0.0196078431372549,0.0784313725490196,0.19607843137254902,0.13725490196078433,0.0,0.0392156862745098,0.0784313725490196,0.058823529411764705,0.21568627450980393,0.17647058823529413
0.09090909090909091,0.0,0.09090909090909091,0.36363636363636365,0.3181818181818182,0.045454545454545456,0.0,0.0,0.09090909090909091,0.0
0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.125,0.0,0.125,0.25,0.0625,0.25,0.1875
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.0
0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.2222222222222222
