State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
0.42857142857142855,0.0,0.2,0.0,0.0,0.11428571428571428,0.02857142857142857,0.02857142857142857,0.0,0.2
0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42105263157894735,0.10526315789473684,0.2631578947368421,0.0,0.0,0.05263157894736842,0.0,0.10526315789473684,0.0,0.05263157894736842
0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
0.26666666666666666,0.0,0.26666666666666666,0.0,0.1,0.03333333333333333,0.26666666666666666,0.0,0.0,0.06666666666666667
0.0,0.0,0.0,0.06896551724137931,0.0,0.7931034482758621,0.0,0.10344827586206896,0.0,0.034482758620689655
0.0,0.0,0.17647058823529413,0.0,0.6470588235294118,0.0,0.17647058823529413,0.0,0.0,0.0
0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.08333333333333333
0.0,0.125,0.0,0.0,0.0,0.25,0.0,0.0,0.625,0.0
0.058823529411764705,0.0,0.0,0.11764705882352941,0.0,0.5882352941176471,0.0,0.11764705882352941,0.0,0.11764705882352941
