State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
0.875,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3157894736842105,0.0,0.21052631578947367,0.0,0.0,0.2631578947368421,0.05263157894736842,0.15789473684210525,0.0
0.0,0.0,0.36363636363636365,0.2727272727272727,0.0,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.0
0.0,0.1,0.05,0.5,0.0,0.0,0.05,0.3,0.0,0.0
0.0,0.425,0.0,0.0,0.45,0.0,0.125,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,0.0
0.0,0.09090909090909091,0.0,0.030303030303030304,0.0,0.0,0.5757575757575758,0.15151515151515152,0.15151515151515152,0.0
0.02857142857142857,0.0,0.0,0.05714285714285714,0.0,0.0,0.02857142857142857,0.8285714285714286,0.05714285714285714,0.0
0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.11764705882352941,0.23529411764705882,0.5294117647058824,0.0
0.1,0.0,0.2,0.4,0.0,0.1,0.0,0.0,0.0,0.2
