State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
0.2,0.1,0.0,0.3,0.0,0.0,0.3,0.1,0.0,0.0
0.35294117647058826,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.0,0.0,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.058823529411764705
0.0,0.0,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0,0.0,0.2222222222222222,0.0
0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2
0.06451612903225806,0.16129032258064516,0.16129032258064516,0.12903225806451613,0.0,0.12903225806451613,0.0,0.06451612903225806,0.0967741935483871,0.1935483870967742
0.0,0.09090909090909091,0.18181818181818182,0.0,0.09090909090909091,0.06818181818181818,0.045454545454545456,0.022727272727272728,0.06818181818181818,0.4318181818181818
0.3548387096774194,0.03225806451612903,0.06451612903225806,0.06451612903225806,0.0,0.0,0.03225806451612903,0.3548387096774194,0.06451612903225806,0.03225806451612903
0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.041666666666666664,0.08333333333333333,0.25,0.25,0.125
0.12,0.12,0.12,0.0,0.0,0.08,0.0,0.28,0.16,0.12
