State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
0.02564102564102564,0.20512820512820512,0.02564102564102564,0.20512820512820512,0.0,0.0,0.05128205128205128,0.15384615384615385,0.28205128205128205,0.05128205128205128
0.14285714285714285,0.0,0.6428571428571429,0.0,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142
0.0,0.05263157894736842,0.10526315789473684,0.42105263157894735,0.0,0.05263157894736842,0.15789473684210525,0.0,0.10526315789473684,0.10526315789473684
0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.36363636363636365,0.0,0.0,0.0
0.0,0.0,0.0,0.09375,0.03125,0.125,0.625,0.0,0.125,0.0
0.0,0.0,0.10344827586206896,0.20689655172413793,0.0,0.0,0.3448275862068966,0.034482758620689655,0.2413793103448276,0.06896551724137931
0.05,0.15,0.0,0.1,0.0,0.0,0.0,0.3,0.2,0.2
0.06666666666666667,0.2,0.0,0.06666666666666667,0.0,0.0,0.0,0.4,0.13333333333333333,0.13333333333333333
0.09090909090909091,0.0,0.0,0.2727272727272727,0.0,0.09090909090909091,0.0,0.0,0.0,0.5454545454545454
