State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0
0.08,0.0,0.28,0.0,0.04,0.32,0.2,0.04,0.0,0.04
0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
0.2,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0
0.05405405405405406,0.0,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.4594594594594595,0.21621621621621623,0.0,0.0,0.1891891891891892
0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.2,0.26666666666666666,0.26666666666666666,0.0,0.0,0.0
0.0,0.022222222222222223,0.2222222222222222,0.044444444444444446,0.0,0.08888888888888889,0.08888888888888889,0.35555555555555557,0.1111111111111111,0.06666666666666667
0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.6,0.0
0.02127659574468085,0.0,0.0851063829787234,0.1276595744680851,0.0,0.3191489361702128,0.1276595744680851,0.06382978723404255,0.02127659574468085,0.23404255319148937
