stage,objective
1,340078.4790400006
2,510771.6849600002
3,510648.66215999983
4,510691.9332599994
5,510651.6063599996
6,510727.81825999916
7,510638.39626000077
8,510643.5632600002
9,510620.908259999
10,389646.9731599996
11,336199.4132399997
12,510747.7588600004
13,256688.83164
14,310061.6002400005
15,281892.1266399999
16,256555.75974000013
17,281675.1294400003
18,268842.33464
19,310032.9959399998
20,256482.13354000007
21,245109.18214000005
22,245128.62337129645
23,245150.80920000002
24,245503.15694870354
