stage,objective
1,2.7002356920000017e6
2,3.021766656550899e6
3,1.5281816303015724e6
4,964413.7606344447
5,1.0431910470491983e6
6,964402.660947714
7,734262.9902811609
8,802946.2564067431
9,1.0431874239776321e6
10,2.284852110247731e6
11,2.1164241487425677e6
12,3.5424306188334078e6
13,3.0217706229999997e6
14,802958.9048176408
15,964406.3132600002
16,2.1800137254501767e6
17,908384.1540789865
18,1.2639271032517944e6
19,1.000623794457851e6
20,1.6211442790056868e6
21,1.7315067219468504e6
22,3.021774848336173e6
23,4.1089859771626033e6
24,1.906735747342229e6
