stage,objective
1,2.7002356920000017e6
2,927280.3498427011
3,741203.4175798278
4,310038.89314459916
5,336156.54915578663
6,510596.1469246838
7,510593.5241892021
8,802943.957558427
9,310000.78813999984
10,340079.61759999953
11,532849.5401933398
12,802944.5834856629
13,1.528177720568113e6
14,802955.8648870243
15,375691.5104831583
16,298639.4000065974
17,559008.5426172488
18,510595.47449999955
19,802946.7207000004
20,1.5281771071999995e6
21,510598.6890599998
22,802945.6467000004
23,819914.223304967
24,307218.50016014
