stage,objective
1,2.7002356920000017e6
2,1.863021995017603e6
3,1.0314792388356514e6
4,1.2662213228287697e6
5,532852.1330293864
6,802946.1227599997
7,802946.7957910672
8,802949.6042599995
9,741199.3995667901
10,1.6253415117469318e6
11,3.235998522689067e6
12,2.1041037165360935e6
13,3.0217670834926516e6
14,3.021775205000002e6
15,2.4214451119044125e6
16,4.364524885820337e6
17,3.7121139541755095e6
18,2.5571349520564117e6
19,1.5281779780414226e6
20,942309.5707312394
21,3.0217685180941597e6
22,2.424502260899417e6
23,784095.0505913952
24,358681.7574232585
