stage,objective
1,340078.4790400006
2,336225.4217399992
3,373954.3085800037
4,389671.7211600002
5,310064.8274399992
6,310131.86433999985
7,310037.45583999995
8,310036.7017400004
9,337322.85411025677
10,532919.4852600005
11,680220.8006957378
12,606287.8899302948
13,803118.8249600008
14,310229.00324000046
15,281845.74574000016
16,256597.43164000008
17,256537.4256399998
18,268777.74164000014
19,310097.54693996115
20,281652.71564000007
21,250345.07514061988
22,256522.59534
23,248666.18264991173
24,245184.98544000002
