stage,objective
1,340078.4790400006
2,336198.8420400005
3,373882.75328000076
4,510687.4971600007
5,510619.0793600008
6,510701.3382600006
7,510625.80925999954
8,510621.4752600007
9,510644.8862729948
10,510609.7490600003
11,336180.59932700545
12,510871.7446599994
13,510767.77575999964
14,281945.29564000014
15,281741.85464000003
16,336191.4953399999
17,389730.77145999996
18,268755.9055400002
19,268772.4505400001
20,256674.86604
21,256645.08794
22,291889.58074
23,245434.28076857165
24,245190.47834000003
