stage,objective
1,340078.4790400006
2,336232.4187400006
3,291906.53753999993
4,310104.79433999956
5,310023.1254399996
6,310070.68734000064
7,510623.29726000037
8,510610.3847599998
9,481825.0696493741
10,336165.32424
11,336238.64223999996
12,310136.2907400001
13,336242.15584000014
14,717016.1330599999
15,803136.8286600001
16,730178.0695599997
17,663021.687119795
18,273568.5808491786
19,310029.6413400001
20,281693.47144115414
21,310030.79024
22,281669.16164000006
23,850082.8390360303
24,1.4267857549e6
