stage,objective
1,2.7002356920000017e6
2,2.2848482968572974e6
3,927270.531256713
4,1.0432065326545462e6
5,716944.636939507
6,663380.986633582
7,532862.6438182835
8,687223.245065311
9,741201.318260001
10,1.0313177819819786e6
11,1.8482422443453707e6
12,741198.1577000003
13,964403.325819537
14,1.6287385434999987e6
15,3.0217703949999996e6
16,3.021768997181859e6
17,2.8246027845920864e6
18,3.021765287861947e6
19,3.0363336285504717e6
20,4.837806016555745e6
21,4.074406878133828e6
22,2.9642210757875605e6
23,258212.41690340935
24,245083.02260000003
