stage,objective
1,340078.4790400006
2,510677.5139600001
3,373975.1183800008
4,483236.8404018469
5,510624.4402600005
6,510697.0571599994
7,510605.0156599991
8,510677.92455999926
9,510617.96016000025
10,389711.23895999976
11,510632.2418600004
12,336335.95274000056
13,248676.92974000005
14,245316.19554000022
15,248577.12223999994
16,256505.20993999997
17,256530.80979499454
18,382045.7078427458
19,532873.6022600001
20,675588.8242718629
21,741423.8907600001
22,340332.2962399998
23,268361.6069569922
24,245148.241120007
