stage,objective
1,2.7002356920000017e6
2,3.0217661600496992e6
3,3.5201725649783984e6
4,3.246099359981492e6
5,4.104383188482851e6
6,3.8792080364999995e6
7,3.021771333499998e6
8,3.036337379184231e6
9,2.6182874284999967e6
10,3.021771714402549e6
11,2.406568317101624e6
12,1.4786413170999996e6
13,1.513320249689605e6
14,729985.0669962708
15,1.5281815845210496e6
16,2.2514314071154688e6
17,2.116425305691272e6
18,3.0363330970282685e6
19,3.246093048948126e6
20,2.2093940745e6
21,1.8665930363206873e6
22,598645.90711394
23,6.139572506077457e6
24,255983.71836049424
