stage,objective
1,2.7002356920000017e6
2,3.021769935149297e6
3,4.364541859602392e6
4,5.126742316088885e6
5,4.513343657955937e6
6,4.307380932627298e6
7,3.696411954499997e6
8,4.0788871779563576e6
9,3.021771471500002e6
10,3.021769722099997e6
11,2.2093916886e6
12,291862.32498999964
13,291865.1141943815
14,281661.64158918103
15,256542.33006498124
16,268767.5019006585
17,256469.8181899998
18,253523.6349800001
19,245086.66697999998
20,245091.59429302334
21,245089.10567121196
22,245089.47703797242
23,245085.23361062657
24,245089.15174335171
