stage,objective
1,2.7002356920000017e6
2,2.1164206409241036e6
3,2.683964300499089e6
4,2.28486516498252e6
5,2.1164219251239225e6
6,3.021767794099249e6
7,3.021770424959421e6
8,3.696409154225081e6
9,2.833840685203463e6
10,2.116429248203013e6
11,1.478642818047572e6
12,1.8630202218689434e6
13,2.1164222672653124e6
14,336154.2394704446
15,475498.08792547043
16,336155.96960064396
17,687218.5857000006
18,532850.2161000003
19,729984.9867000002
20,281650.4255663189
21,256471.25921000005
22,336141.6954900001
23,356029.01945852174
24,892787.0392417565
