stage,objective
1,340078.4790400006
2,510771.6849600002
3,510635.9172600005
4,532917.3211599998
5,510660.7813600004
6,510634.7057600003
7,510689.99276000075
8,510632.6556599997
9,532982.0317599997
10,717032.9318983965
11,510610.81715999916
12,510787.3242216036
13,281743.3408400002
14,336218.4294400001
15,336351.1191399996
16,336243.5822399999
17,389720.08846000023
18,514389.4070320553
19,310027.1777400002
20,281717.30544
21,373626.37080922886
22,340098.08274
23,268809.04494000005
24,245191.95020000002
