stage,objective
1,2.7002356920000017e6
2,3.0217720906831995e6
3,2.535287970110573e6
4,2.4214452309028953e6
5,3.021774421192825e6
6,3.0217704212458655e6
7,3.5201700087520108e6
8,3.7993610833663344e6
9,3.71210917388352e6
10,3.0217708690000027e6
11,3.021766438167222e6
12,2.1164157905735075e6
13,1.1628559339212757e6
14,1.8630232425000016e6
15,2.421445067771878e6
16,3.9925454341001958e6
17,3.7121064203573614e6
18,1.9559935594999995e6
19,2.747517465027215e6
20,2.5759015113256183e6
21,2.3720941865768833e6
22,291864.63714
23,716932.5996138118
24,1.2505279305571388e6
