stage,objective
1,340078.4790400006
2,389698.8419599999
3,510683.2882599998
4,532976.1141599994
5,510623.5463599991
6,510689.163759999
7,510649.52965999953
8,510606.52105999924
9,510597.80386000033
10,336169.3744400004
11,336174.09124
12,268867.5112399999
13,281855.27783999965
14,256617.2306400002
15,281792.80064000003
16,256626.32084000017
17,281657.8493400002
18,532886.9360600002
19,312634.29632408964
20,532859.1906599998
21,741366.7433600002
22,1.1122077123815767e6
23,1.1039359863336296e6
24,251044.0943399971
