stage,objective
1,340078.4790400006
2,336225.1780399997
3,291994.29334000126
4,310059.5592400003
5,310024.6089399997
6,310081.5028400002
7,310016.1892400002
8,309998.86864
9,310002.2349399999
10,336148.41313999984
11,336169.46054000035
12,510700.9421600001
13,510765.5552599998
14,336237.1052400004
15,329372.721579053
16,510733.1919599995
17,389734.0039599999
18,268790.1975400003
19,310022.4997399999
20,373845.83058000007
21,409561.52548995684
22,729581.6193157102
23,1.9372603758522766e6
24,245225.16734
