stage,objective
1,2.7002356920000017e6
2,1.863025796053797e6
3,1.0432056317562349e6
4,927262.251582358
5,1.005170220983915e6
6,964402.8848126046
7,532850.5240599997
8,510596.60806000046
9,687217.7062599994
10,741197.0351599995
11,741198.6521000005
12,785031.9371000063
13,532851.6308999993
14,268745.67569349706
15,510638.5233965013
16,716950.3707640646
17,384325.9680795353
18,1.0431895769232875e6
19,1.0431843041088209e6
20,389623.5939723118
21,268727.97793609765
22,741197.3973132689
23,546785.8657815006
24,502791.3192902684
