stage,objective
1,2.7002356920000017e6
2,913052.4633193985
3,2.683979573818058e6
4,2.421434040603593e6
5,2.683954766623564e6
6,2.2093872948366925e6
7,1.8630198170474619e6
8,687215.7867600005
9,802963.9144009948
10,741202.2921155598
11,716934.736278642
12,1.0431847127876263e6
13,844386.5412020274
14,532849.4224642254
15,281681.4014201695
16,532848.3145599999
17,268726.60326972
18,687217.1991259558
19,844387.207190671
20,1.8630214576453017e6
21,716934.1472999998
22,510594.28949999996
23,281649.6385900001
24,246630.68919705678
