stage,objective
1,2.7002356920000017e6
2,1.0051714205115363e6
3,1.2639408081931248e6
4,1.0432025671232305e6
5,1.0431842388599999e6
6,1.2639311172600016e6
7,1.0431883922600001e6
8,1.5281771072000004e6
9,1.0431859842999987e6
10,2.7442829248953424e6
11,6.75881681008333e6
12,3.2460980313860923e6
13,3.9164707734660804e6
14,4.188917123964928e6
15,3.021778262545582e6
16,5.12673911514549e6
17,4.0653281249116957e6
18,3.7993583887888156e6
19,3.0217702543789186e6
20,1.2639312122600004e6
21,1.0431885302600004e6
22,802949.5912600001
23,299069.54719874694
24,245083.02260000003
