stage,objective
1,2.7002356920000017e6
2,3.021766656550899e6
3,3.0217818545753583e6
4,3.021772998421319e6
5,3.0217675637904704e6
6,3.021771772920519e6
7,3.021770322812274e6
8,3.021769257164508e6
9,1.9129557640993968e6
10,3.0217733205000013e6
11,3.0217731794999987e6
12,2.1164220526701845e6
13,1.8630233013974316e6
14,4.1043854294999987e6
15,3.0217695256544724e6
16,3.5424302902929373e6
17,4.364528370509282e6
18,3.799358361612726e6
19,3.1474062086955328e6
20,3.021770556655688e6
21,3.2474764854483036e6
22,3.370447678441055e6
23,7.951865947233904e6
24,2.394323372098168e6
