stage,objective
1,340078.4790400006
2,336244.7952399999
3,291899.03003999963
4,310100.8692399999
5,310010.6298399996
6,310060.6660400005
7,310042.4423399996
8,310023.9643400004
9,310141.1613400001
10,291918.6107400004
11,281711.41174000036
12,268941.27173999976
13,281855.2778400001
14,336269.29124000017
15,741284.6436600005
16,510672.85695999954
17,802996.3445600001
18,927297.3693599999
19,1.0432323836871143e6
20,741229.3589600003
21,950558.0052871229
22,717262.2088600001
23,1.7528341324782493e6
24,1.069956175660001e6
