stage,objective
1,2.7002356920000017e6
2,2.284854914117098e6
3,2.116431833568029e6
4,2.2848644684309587e6
5,3.0217800782311484e6
6,3.021771932209164e6
7,3.021768981154613e6
8,3.0217702112822086e6
9,2.116421555999998e6
10,4.0866035986038707e6
11,1.3041319795258231e6
12,663348.1183702629
13,3.021769220357362e6
14,1.5281770398999993e6
15,2.9492434990780465e6
16,2.284863214621827e6
17,2.2848538832605425e6
18,1.5281734925216064e6
19,1.8630183163606897e6
20,1.6287322779887877e6
21,1.0051589869027855e6
22,336143.7332605468
23,716929.9989657368
24,659717.2175654989
