stage,objective
1,2.7002356920000017e6
2,3.021785400742002e6
3,3.7121102941747755e6
4,3.8792159344225824e6
5,4.364529185661793e6
6,4.188916546606973e6
7,9.360222591737092e6
8,3.986056454999998e6
9,3.021782530161634e6
10,3.0218036861802414e6
11,2.6183007836950943e6
12,1.8630206590000018e6
13,2.581522007791646e6
14,4.3645282535e6
15,4.675136041214682e6
16,5.126741649938144e6
17,5.160472469712451e6
18,4.364528122499999e6
19,5.141754307999998e6
20,7.736582893267747e6
21,5.108023655000003e6
22,4.337713295e6
23,4.202592081331981e6
24,1.7118841202193093e7
