stage,objective
1,340078.4790400006
2,336232.4187400006
3,510631.4565600008
4,510709.5680599995
5,512150.63891172595
6,510659.1803600006
7,532878.9980599992
8,532874.7457599994
9,532860.3577599991
10,532872.0581599995
11,510691.4561599996
12,310079.3594399998
13,803243.5997599997
14,716964.0652600005
15,573191.09136
16,510732.98826
17,389690.71335999994
18,532886.9360600002
19,532864.6596599999
20,397944.32793345256
21,476695.83792658686
22,741209.02826
23,555194.7244130103
24,245184.98544000002
