stage,objective
1,2.7002356920000017e6
2,1.5281920560631007e6
3,2.0383032806483433e6
4,1.5281846557180919e6
5,1.8630264523522258e6
6,1.8630191524033956e6
7,2.6839508587620556e6
8,2.1164213523136564e6
9,2.1164182851992995e6
10,802945.6467000004
11,510609.72672274895
12,256471.9581045038
13,256468.9974109521
14,281663.26095130853
15,340081.96274000034
16,256478.67657816922
17,256472.7251594104
18,291862.62121
19,389625.3067999999
20,256470.69421999995
21,336142.5322580768
22,730492.9455781044
23,587045.8033721785
24,245085.05222416588
