plant,unit,value
1,1,655.63
1,2,1347.3
1,3,1.8
1,4,230.92999999999995
1,5,216.56499999999994
1,6,27.16
1,7,523.71
1,8,7.92
1,9,254.6478
1,10,234.6499
1,11,362.84
1,12,304.94
1,13,18.85
1,14,205.66
1,15,11.79
1,16,83.52
1,17,195.84
1,18,627.64
1,19,714.9008541717068
1,20,399.9999
1,21,99.0
1,22,198.0
1,23,163.93
1,24,225.69180091671353
1,25,26.88
1,26,50.0
1,27,160.48
1,28,5.4
1,29,10.08
1,30,273.30102952554034
1,31,24.0
1,32,255.42
1,33,250.26
1,34,165.12
1,35,7.04
1,36,61.2
1,37,1048.137
1,38,924.2040000000002
1,39,0.4
1,40,196.3598
1,41,98.0
1,42,185.4
1,43,3.24
2,1,8.58
2,2,417.1
2,3,420.41042148487423
2,4,348.6
2,5,20.93
2,6,70.2
2,7,3.72
2,8,18.642799999999994
2,9,93.25
2,10,130.42379999999997
2,11,258.56620000000004
2,12,361.65020000000004
2,13,1.44
2,14,125.2366
2,15,317.85
2,16,17.15
2,17,620.8
3,1,3.25
3,2,2.75
3,3,8.32
3,4,2.75
3,5,18.015000000000025
3,6,27.36
3,7,27.0
3,8,3.25
3,9,3.75
3,10,204.6
3,11,39.6
3,12,3.25
3,13,3.75
3,14,125.58
3,15,345.76
3,16,84.93
3,17,84.93
3,18,3.75
3,19,25.5
3,20,3.75
3,21,99.12
3,22,3.25
3,23,3.25
3,24,9.27
3,25,17.68
3,26,6.36
3,27,7.92
3,28,167.4
3,29,28.5
3,30,14.04
3,31,97.47
3,32,531.158
3,33,206.72
4,1,94.62
4,2,94.62
