from,to,value
1,1,0.0
1,2,1478.6556059033167
1,3,381.7039999999995
1,4,0.0
1,5,1280.8908314579999
2,1,1983.028220148281
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
3,1,328.7755712775816
3,2,0.0
3,3,0.0
3,4,0.0
3,5,1162.373341731624
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
4,5,117.72300604547276
5,1,921.485539454446
5,2,0.0
5,3,609.1391095688047
5,4,1030.3625302114867
5,5,0.0
