region,depth,value
1,1,309.1026679873245
1,2,82.88250000000002
1,3,27.54306403487685
1,4,50.79
2,1,92.29800000000002
2,2,22.102000000000004
2,3,5.186
2,4,13.544
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
