stage,objective
1,2.7002356920000017e6
2,2.421438012948446e6
3,1.6287515277407952e6
4,802946.0276989564
5,1.4786503150888197e6
6,1.86302372719061e6
7,1.528172931933321e6
8,1.863022745532699e6
9,1.528171281665735e6
10,802946.8098053131
11,687214.2616179846
12,1.0051635357000008e6
13,803672.6624811068
14,1.4786679227071982e6
15,1.5281831888801288e6
16,1.4786506556886323e6
17,2.116426259033408e6
18,1.863020628946837e6
19,1.5090875183592094e6
20,723007.9972158684
21,1.286459575598911e6
22,3.520173917060149e6
23,2.182073240355986e6
24,8.292124508374975e6
