stage,objective
1,340078.4790400006
2,510791.3021600004
3,510669.96876000054
4,310124.1036399994
5,310014.3613400003
6,310127.09224000014
7,310023.2402400002
8,310046.2845400004
9,310027.73784000054
10,336152.9052400002
11,336183.5377399996
12,310232.5209400002
13,248625.1236399999
14,245239.20643999986
15,245279.7640399998
16,245278.2025400002
17,245129.1854999999
18,245161.89998
19,245163.43864000007
20,245086.2922400001
21,245099.47684458585
22,245102.33773541416
23,245148.61714
24,245172.66114
