stage,objective
1,2.7002356920000017e6
2,3.021770920307465e6
3,1.224194358745236e6
4,802959.6402409747
5,532856.0638258159
6,802946.3140331097
7,803671.404215401
8,336144.79733954
9,467103.7843903508
10,845909.7002600003
11,1.034270365253238e6
12,741198.1577000003
13,510596.4484000001
14,2.209391114304319e6
15,1.2038963763451446e6
16,1.5319005995354112e6
17,2.2127248501473945e6
18,3.0078380185376722e6
19,1.0431883922600001e6
20,773434.1183995949
21,764715.9131400301
22,532865.0158583913
23,336144.69561645424
24,247399.10496135248
