stage,objective
1,2.7002356920000017e6
2,1.863025796053797e6
3,3.0217784633590505e6
4,2.421450258393772e6
5,3.152029618073024e6
6,3.021768766955346e6
7,3.0217659975905344e6
8,3.799358605747558e6
9,3.832841499985419e6
10,5.667638536641985e6
11,5.338779642757997e6
12,3.1792556362112947e6
13,4.188922354000002e6
14,5.792934360192828e6
15,9.534840989155203e6
16,9.459426374898344e6
17,5.570936667522006e6
18,4.364534235597618e6
19,3.9883343480836526e6
20,3.986056454999998e6
21,3.0217733695e6
22,3.2460988934999993e6
23,1.912775264317981e6
24,578847.5968979598
