stage,objective
1,2.7002356920000017e6
2,3.246095039854899e6
3,4.36454194980596e6
4,5.126740346648157e6
5,7.39030593060565e6
6,4.8378044626045525e6
7,7.039047909154579e6
8,9.418958806184411e6
9,6.842956800510153e6
10,1.1286818834439859e7
11,1.6784259033282712e7
12,9.184449833291918e6
13,5.170947089039654e6
14,5.5881561247219e6
15,9.534849991374567e6
16,9.459419723093592e6
17,9.38793634119057e6
18,5.17094421027448e6
19,4.764673599336628e6
20,9.418963810219541e6
21,9.099492765079256e6
22,9.474443833110487e6
23,2.409736463544445e6
24,1.0260314658960168e6
