stage,objective
1,2.7002356920000017e6
2,2.2848482968572974e6
3,1.863034200154759e6
4,802950.1794364229
5,1.0051680378824137e6
6,802947.6102945581
7,1.0051613977600001e6
8,802945.8717599995
9,1.26392778376e6
10,802946.6379392613
11,802946.8248885404
12,2.2848529120000005e6
13,3.0217677792053893e6
14,3.79937137702778e6
15,3.598231803344302e6
16,3.696414548361592e6
17,3.7121131850502715e6
18,3.7993581901060343e6
19,3.2042360773211215e6
20,2.1389364508171454e6
21,1.0006321623797799e6
22,1.1826730754915038e6
23,1.0526869305733694e6
24,607116.140740958
