stage,objective
1,340078.4790400006
2,510665.58066000044
3,510682.7136599999
4,510716.34105999954
5,532894.0418599993
6,510612.9057599995
7,532903.6912600007
8,532873.8307600003
9,532932.6857600007
10,399058.8116391562
11,717042.2493600007
12,670300.874691736
13,803150.4409599993
14,716989.9653599998
15,573192.6272599995
16,803825.9023599997
17,803731.9025600003
18,973986.3925233055
19,1.4830652202510256e6
20,1.5282057785999998e6
21,1.987564508109258e6
22,1.0902958034460116e6
23,2.8875008380948473e6
24,245225.16734
