stage,objective
1,2.7002356920000017e6
2,3.021772052401699e6
3,2.70024127221667e6
4,3.0217711931517124e6
5,2.7002333162891343e6
6,3.0217684597268403e6
7,2.653222384506434e6
8,3.0217684504571036e6
9,3.021764736751251e6
10,3.029286173837751e6
11,2.42143488042349e6
12,2.2884363570690863e6
13,964399.5738422442
14,386473.5204866603
15,802971.1702888496
16,1.0051790571625717e6
17,802951.3492489243
18,336142.99790950166
19,256468.57400582754
20,268729.02214
21,367328.76007048925
22,349294.4749829783
23,245088.08767641673
24,310933.91558770323
