plant,unit,value
1,1,617.27
1,2,1282.5951983174639
1,3,0.0
1,4,99.8349774902221
1,5,59.17440000000037
1,6,9.8
1,7,402.04
1,8,0.44
1,9,248.30819999999997
1,10,215.3944000000001
1,11,101.71933076115323
1,12,54.04
1,13,1.45
1,14,49.72
1,15,0.0
1,16,24.36
1,17,59.48970118687634
1,18,48.852588761283485
1,19,86.52361341562533
1,20,399.9970000000001
1,21,59.91849418775122
1,22,98.0
1,23,65.50288717410244
1,24,19.3
1,25,7.84
1,26,2.0
1,27,13.6
1,28,0.3
1,29,0.0
1,30,22.0
1,31,0.0
1,32,118.65734771186173
1,33,92.27374811457166
1,34,12.9
1,35,0.0
1,36,3.4
1,37,484.20433026560636
1,38,236.250794511648
1,39,0.0
1,40,184.83619999999996
1,41,5.127029311979514
1,42,43.26
1,43,0.0
2,1,0.0
2,2,78.81943693126766
2,3,77.05879050659985
2,4,296.6747330893302
2,5,1.61
2,6,39.6
2,7,1.0
2,8,11.439199999999973
2,9,41.5
2,10,95.22199999999994
2,11,181.87800000000036
2,12,286.2986759691378
2,13,0.0
2,14,83.24959999999993
2,15,199.6
2,16,7.1
2,17,218.35580526036975
3,1,0.26
3,2,0.22
3,3,0.64
3,4,0.11
3,5,0.7000000000000013
3,6,1.52
3,7,1.5
3,8,0.26
3,9,0.3
3,10,52.803541683168135
3,11,2.2
3,12,0.26
3,13,0.3
3,14,31.327898872765054
3,15,283.76
3,16,6.18
3,17,5.96
3,18,0.3
3,19,1.02
3,20,0.15
3,21,8.4
3,22,0.2150602896255441
3,23,0.13
3,24,0.0
3,25,0.07
3,26,0.0
3,27,0.0
3,28,39.06
3,29,2.5
3,30,0.0
3,31,8.55
3,32,441.70817638051767
3,33,16.15
4,1,5.974265474217166
4,2,4.98
