stage,objective
1,2.7002356920000017e6
2,3.021778812785484e6
3,3.152027309740491e6
4,2.42143644831232e6
5,2.116418450736426e6
6,3.0217706580356285e6
7,3.0217683094622716e6
8,2.754865128834836e6
9,3.0217654458171614e6
10,1.5281754431979544e6
11,907654.6426999997
12,2.209392492756579e6
13,590163.0099414606
14,245099.81812805822
15,252527.8789817798
16,245097.74002255988
17,253527.8390698724
18,245096.46807344933
19,245093.8709795531
20,245104.30859544745
21,245112.60673770588
22,245106.54152640025
23,245095.2444605206
24,245089.34495447206
