stage,objective
1,2.7002356920000017e6
2,3.021777081574574e6
3,3.0217665208299533e6
4,3.9925534571654797e6
5,4.3645287089405805e6
6,4.837804006542698e6
7,4.364524912671305e6
8,4.837805706331469e6
9,9.443362756252065e6
10,8.472550820810921e6
11,1.7054301764755815e7
12,4.837804749734491e6
13,4.735104348080218e6
14,4.672298165593684e6
15,8.261230295504034e6
16,7.763616195755377e6
17,3.8809195192485824e6
18,8.079200467999995e6
19,1.5877824853239506e7
20,1.6137556695564583e7
21,4.937476478608152e7
22,5.28448161030606e7
23,4.1932198847108945e7
24,4.401001347689399e6
