stage,objective
1,2.7002356920000017e6
2,4.364524618917897e6
3,5.160489541291967e6
4,5.160469928196132e6
5,9.387931368987545e6
6,1.8396800284695923e7
7,1.8397884441872567e7
8,2.9145946537195057e7
9,2.4239169864172757e7
10,1.978808068541213e7
11,4.52271393526715e6
12,4.1889158585483283e6
13,4.1889149895391986e6
14,2.116425532813955e6
15,3.021790952954814e6
16,2.5715804238922056e6
17,1.8630266092534512e6
18,3.021770508333031e6
19,3.7121104370754957e6
20,3.7993582054018676e6
21,3.99254189305827e6
22,2.8643066103415187e6
23,3.1558465100613004e6
24,2.303128958617823e6
