stage,objective
1,340078.4790400006
2,510665.58066000044
3,373925.0985800009
4,310071.25214000046
5,310017.96294
6,310092.2517400002
7,310037.2165400004
8,310014.4308399996
9,310014.2637400003
10,389657.47475999966
11,336276.62794000003
12,510647.94215999916
13,844698.7587599996
14,1.0432533414600007e6
15,964556.7586599998
16,803759.419160001
17,1.0432356805600002e6
18,803735.9173600003
19,899293.6254611192
20,1.0051786848599999e6
21,1.653309040631047e6
22,1.3846508779371395e6
23,256769.72344000003
24,245196.77344000002
