stage,objective
1,340078.4790400006
2,336225.1780399997
3,291917.3963399995
4,409332.2828490045
5,510667.49045999907
6,510701.3382600006
7,532883.2227599993
8,510604.74976000004
9,532981.9672599994
10,716967.3028599992
11,510656.83966000006
12,570700.9332044525
13,256688.83164
14,248557.0288399998
15,248579.9028400001
16,256593.35054
17,256545.94114
18,268780.17313999985
19,268786.19614000013
20,256674.86604
21,256499.07044000016
22,256537.47724000004
23,245395.06534000003
24,245518.06034000003
