stage,objective
1,2.7002356920000017e6
2,2.2848564911845997e6
3,1.2639354844861329e6
4,2.284858494762279e6
5,3.0217725689217746e6
6,2.116427204788588e6
7,2.5099078624078706e6
8,2.618287294500001e6
9,4.027712843500003e6
10,4.527274420568816e6
11,3.903373524049416e6
12,1.8277704341030605e6
13,2.2093930045000017e6
14,3.0217723462823257e6
15,3.0217911128870547e6
16,3.696418943233125e6
17,3.260336510499999e6
18,3.799362048814196e6
19,3.5201730934944917e6
20,3.9925447623995747e6
21,3.0217696402470972e6
22,390815.56076039607
23,1.7856472947061402e6
24,245083.02260000003
