stage,objective
1,2.7002356920000017e6
2,3.0217661600496992e6
3,2.7708161481864005e6
4,1.5281842820238434e6
5,870381.5908578448
6,802972.9394775331
7,869646.1344771031
8,1.0431959236509688e6
9,1.1361576202600002e6
10,1.9545789155000001e6
11,2.1164245753000006e6
12,3.0217692188454047e6
13,2.6839512632949203e6
14,2.9338410971650183e6
15,1.9226473508902937e6
16,1.0432024931810386e6
17,814740.7298700912
18,669174.6943772137
19,762902.8227929613
20,281652.3931106888
21,1.6287328405727325e6
22,1.5281720183285135e6
23,1.6260630338629354e6
24,2.262582223445795e6
