stage,objective
1,2.7002356920000017e6
2,964406.2446129993
3,1.0432129031935707e6
4,2.116420235765189e6
5,3.0217696283354163e6
6,3.02176608529032e6
7,3.0217679724058434e6
8,3.5201741571887583e6
9,4.746271006734565e6
10,3.712107371261485e6
11,3.1520292398468032e6
12,3.5424329170852825e6
13,2.7002383024999984e6
14,1.8630334692778178e6
15,1.722923212165907e6
16,3.021776424272064e6
17,3.0217725609578732e6
18,3.0217676934168693e6
19,1.8630218488201108e6
20,1.6433237633882016e6
21,1.0431865832599998e6
22,1.6969319514226508e6
23,248409.16370576824
24,253335.71050577477
