from,to,value
1,1,0.0
1,2,3287.5637999999976
1,3,591.4920000000001
1,4,0.0
1,5,1026.7619999999997
2,1,0.0
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
3,5,0.0
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
4,5,0.0
5,1,0.0
5,2,0.0
5,3,23.862000000000354
5,4,1002.8999999999987
5,5,0.0
