stage,objective
1,2.7002356920000017e6
2,1.8630211371181011e6
3,3.021775125864297e6
4,3.0217832809837833e6
5,1.52817834782625e6
6,1.5281750910999998e6
7,1.8630201911051795e6
8,1.8630214300537482e6
9,1.5281711719584577e6
10,2.209394061499998e6
11,3.0217696106715575e6
12,3.021771514899999e6
13,687221.3776425552
14,532861.0999470176
15,281696.4686995712
16,268735.98081363644
17,336158.64070672076
18,524144.6627852232
19,389625.3067999999
20,268726.15399
21,802946.7955162497
22,1.8495533001712658e6
23,649811.4716900361
24,337959.5789604857
