stage,objective
1,2.7002356920000017e6
2,3.0217695302174017e6
3,1.005175036620725e6
4,759119.6958041415
5,731716.1544129122
6,663359.2920326777
7,687216.7941287253
8,687217.8387000002
9,987812.1876998227
10,741198.3181000017
11,1.531901704500001e6
12,3.021779505194146e6
13,3.0217861523501873e6
14,1.5721424785025753e6
15,1.005198624558961e6
16,336156.7726949323
17,336153.2517390726
18,1.0431897846259857e6
19,844388.1115572657
20,1.2662115055763293e6
21,1.2639303838035064e6
22,2.209390639999999e6
23,1.629362520660265e6
24,245083.02260000003
