region,depth,value
1,1,2261.7000000000003
1,2,564.85
1,3,0.0
1,4,335.05
2,1,2261.7000000000003
2,2,564.85
2,3,0.0
2,4,300.5593697328304
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
