stage,objective
1,2.7002356920000017e6
2,3.542437383645594e6
3,3.0217769266313985e6
4,3.0363426424794644e6
5,3.0217728880379945e6
6,3.0217654374261647e6
7,3.021766096376464e6
8,3.021766166927688e6
9,2.6839518061331585e6
10,3.0217658088545017e6
11,3.021766512410186e6
12,1.5319017581936494e6
13,510596.4484000001
14,803683.1988074072
15,3.0217882263925746e6
16,4.188921608645547e6
17,3.712115431870479e6
18,3.0217652802236546e6
19,3.0217709252011105e6
20,2.318909110170422e6
21,1.5281778428463154e6
22,2.3444669582462716e6
23,721078.8590498498
24,245083.09702114656
