stage,objective
1,2.7002356920000017e6
2,1.8630296222281978e6
3,2.7002509349765033e6
4,2.4214328222929835e6
5,2.1164199203072563e6
6,2.209387248987302e6
7,2.683950593131572e6
8,1.0431852077599987e6
9,802948.8739991076
10,340085.1436063852
11,510595.0490885712
12,281652.04098999966
13,309999.127238418
14,310007.2054436812
15,291877.81992982
16,336168.0317232455
17,336149.3108526403
18,256474.61877884483
19,256470.13158793142
20,268727.0277293932
21,256467.95977999992
22,279605.69714000006
23,734788.3789645251
24,1.125646897910849e6
