plant,unit,value
1,1,657.0
1,2,1350.0
1,3,0.36
1,4,236.65099999999995
1,5,232.16799999999995
1,6,28.0
1,7,529.0
1,8,9.24
1,9,255.0
1,10,235.0
1,11,370.56
1,12,308.8
1,13,20.3
1,14,212.44
1,15,11.79
1,16,83.52
1,17,199.92
1,18,729.17
1,19,738.4
1,20,400.0
1,21,100.0
1,22,200.0
1,23,169.0
1,24,235.46
1,25,26.88
1,26,46.0
1,27,165.92
1,28,6.3
1,29,10.08
1,30,312.4
1,31,24.0
1,32,258.0
1,33,258.0
1,34,188.34
1,35,5.76
1,36,74.49347789131625
1,37,1058.0
1,38,975.6640000000001
1,39,0.0
1,40,197.0
1,41,101.5
1,42,191.58
1,43,3.24
2,1,9.24
2,2,446.2
2,3,446.2
2,4,350.0
2,5,25.76
2,6,70.2
2,7,3.8
2,8,19.164799999999996
2,9,94.91274491034795
2,10,132.0
2,11,262.0
2,12,363.0
2,13,0.48
2,14,126.0
2,15,320.0
2,16,17.0
2,17,640.0
3,1,2.99
3,2,2.53
3,3,7.36
3,4,2.53
3,5,7.626000000000006
3,6,31.92
3,7,31.5
3,8,2.99
3,9,3.45
3,10,206.8
3,11,46.2
3,12,2.99
3,13,3.45
3,14,129.72
3,15,347.0
3,16,86.42
3,17,86.42
3,18,3.45
3,19,23.46
3,20,3.45
3,21,102.48
3,22,2.99
3,23,2.99
3,24,8.24
3,25,19.04
3,26,4.77
3,27,5.94
3,28,172.98
3,29,29.0
3,30,12.48
3,31,99.18
3,32,533.0
3,33,235.79
4,1,96.28
4,2,96.28
