stage,objective
1,2.7002356920000017e6
2,2.284849012264602e6
3,1.6287462087061033e6
4,1.0431895393099971e6
5,803701.6685749441
6,1.043245801956784e6
7,1.0051723123819903e6
8,802962.3108267225
9,532905.4817048963
10,310027.25253362395
11,769846.8516505826
12,256468.21949921828
13,256469.31678
14,253535.25487206876
15,248427.99543536827
16,253539.59673282458
17,248412.487197391
18,245089.71936499374
19,245117.38951547886
20,245149.2138365052
21,245099.01113489608
22,245108.78155231586
23,245089.82090378366
24,245097.41784414608
