plant,unit,value
1,1,642.9771323773007
1,2,1323.0
1,3,0.0
1,4,89.86604717325851
1,5,44.93199999999998
1,6,10.36
1,7,476.1
1,8,0.0
1,9,251.47799999999995
1,10,222.0463000000001
1,11,132.03200954781312
1,12,15.44
1,13,0.0
1,14,56.5
1,15,0.0
1,16,30.45
1,17,71.4
1,18,13.247049010158305
1,19,28.319564625664597
1,20,399.99780000000004
1,21,78.0
1,22,126.0
1,23,96.61528838639543
1,24,0.0
1,25,9.8
1,26,0.0
1,27,0.0
1,28,0.0
1,29,0.0
1,30,0.0
1,31,0.0
1,32,162.54
1,33,95.46
1,34,0.0
1,35,0.0
1,36,0.0
1,37,668.4307651967212
1,38,176.61271714056676
1,39,0.0
1,40,190.59799999999996
1,41,0.0
1,42,31.38056144368486
1,43,0.0
2,1,0.0
2,2,38.8
2,3,41.22525641800057
2,4,319.2
2,5,0.0
2,6,42.75
2,7,1.36
2,8,10.499599999999978
2,9,43.75
2,10,97.84899999999992
2,11,188.04950688663865
2,12,312.4065591377644
2,13,0.0
2,14,97.75419999999994
2,15,240.45
2,16,5.6
2,17,231.09159086600093
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
3,5,0.7000000000000013
3,6,0.0
3,7,0.0
3,8,0.0
3,9,0.0
3,10,55.0
3,11,0.0
3,12,0.0
3,13,0.0
3,14,34.5
3,15,301.12
3,16,0.0
3,17,0.0
3,18,0.0
3,19,0.0
3,20,0.0
3,21,0.0
3,22,0.0
3,23,0.0
3,24,0.0
3,25,0.0
3,26,0.0
3,27,0.0
3,28,27.9
3,29,0.0
3,30,0.0
3,31,0.0
3,32,465.5190873575318
3,33,0.0
4,1,0.0
4,2,0.0
